"Program","Year","Period","Week Ending","State","State ANSI","Fruit","ORGANIC","Organic detail","Category","Chemical","Amount","Value","CV (%)"
"SURVEY",2021,"WEEK #22",2021-06-06,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,22,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,17,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,57,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,4,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,100,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #23",2021-06-13,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,25,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,20,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,5,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,96,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,4,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #24",2021-06-20,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,18,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,12,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,70,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,40,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,60,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,85,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,15,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #25",2021-06-27,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,40,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,60,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,75,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,25,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,40,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,60,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,18,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,12,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,70,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,40,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,60,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,12,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,88,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #26",2021-07-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,10,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,90,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,10,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,90,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,40,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #27",2021-07-11,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,60,NA
